,date,equity_curve,benchmark
52,1995-01-06,-0.010848974308697579,-0.026067124982617984
53,1995-01-13,-0.010848974308697579,-0.011525762068777867
54,1995-01-20,-0.010848974308697579,-0.015491492730304257
55,1995-01-27,-0.010848974308697579,-0.0035936435802690347
56,1995-02-03,-0.010848974308697579,0.0
57,1995-02-10,-0.010848974308697579,0.0
58,1995-02-17,-0.010848974308697579,0.0
59,1995-02-24,-0.010848974308697579,0.0
60,1995-03-03,-0.010848974308697579,-0.004464234760767405
61,1995-03-10,-0.010848974308697579,0.0
62,1995-03-17,-0.010848974308697579,0.0
63,1995-03-24,-0.010848974308697579,0.0
64,1995-03-31,-0.010848974308697579,-0.002178282429411982
65,1995-04-07,-0.010848974308697579,0.0
66,1995-04-14,-0.010848974308697579,0.0
67,1995-04-21,-0.010848974308697579,-0.0036711113100937887
68,1995-04-28,-0.010848974308697579,0.0
69,1995-05-05,0.0,0.0
70,1995-05-12,0.0,0.0
71,1995-05-19,0.0,-0.012440544573335766
72,1995-05-26,0.0,-0.003554993669999895
73,1995-06-02,0.0,0.0
74,1995-06-09,0.0,-0.009045800235904178
75,1995-06-16,0.0,0.0
76,1995-06-23,0.0,0.0
77,1995-06-30,0.0,-0.011076436053333638
78,1995-07-07,0.0,0.0
79,1995-07-14,0.0,0.0
80,1995-07-21,0.0,-0.011430660072819454
81,1995-07-28,0.0,0.0
82,1995-08-04,-0.022179729707454965,-0.005550788343573698
83,1995-08-11,-0.045471128035243225,-0.011379459911142864
84,1995-08-18,-0.008873723584906235,-0.0022204463114549045
85,1995-08-25,0.0,0.0
86,1995-09-01,0.0,0.0
87,1995-09-08,0.0,0.0
88,1995-09-15,0.0,0.0
89,1995-09-22,0.0,-0.002138734405562781
90,1995-09-29,0.0,0.0
91,1995-10-06,0.0,-0.001335468299061282
92,1995-10-13,0.0,0.0
93,1995-10-20,0.0,0.0
94,1995-10-27,0.0,-0.010889781686972855
95,1995-11-03,0.0,0.0
96,1995-11-10,0.0,0.0
97,1995-11-17,0.0,0.0
98,1995-11-24,0.0,0.0
99,1995-12-01,0.0,0.0
100,1995-12-08,0.0,0.0
101,1995-12-15,0.0,0.0
102,1995-12-22,0.0,-0.009858305650517818
103,1995-12-29,0.0,-0.005308575442502517
104,1996-01-05,0.0,-0.003539017538149558
105,1996-01-12,0.0,-0.02553128010764183
106,1996-01-19,0.0,-0.008847789521764349
107,1996-01-26,0.0,0.0
108,1996-02-02,0.0,0.0
109,1996-02-09,0.0,0.0
110,1996-02-16,-0.013521362777738966,-0.013530040868980242
111,1996-02-23,-0.013521362777738966,0.0
112,1996-03-01,-0.013521362777738966,-0.015876634984699822
113,1996-03-08,-0.013521362777738966,-0.03696659376986111
114,1996-03-15,-0.013521362777738966,-0.023168618611522862
115,1996-03-22,0.0,-0.00745918658661926
116,1996-03-29,-0.007192887658395097,-0.014599904505461114
117,1996-04-05,0.0,-0.0019843260352695458
118,1996-04-12,-0.027421657451292214,-0.029357523317903644
119,1996-04-19,-0.01502202965400079,-0.01698026664219887
120,1996-04-26,-0.0011922861019471043,-0.003175198024959913
121,1996-05-03,-0.0011922861019471043,-0.020312626237083076
122,1996-05-10,-0.0011922861019471043,-0.004127195483106472
123,1996-05-17,-0.0011922861019471043,0.0
124,1996-05-24,-0.0011922861019471043,0.0
125,1996-05-31,-0.0011922861019471043,-0.019024006283467343
126,1996-06-07,-0.0011922861019471043,-0.008022261102585637
127,1996-06-14,-0.0011922861019471043,-0.01810728289450403
128,1996-06-21,-0.0011922861019471043,-0.014747944979209615
129,1996-06-28,0.0,-0.010369690396058506
130,1996-07-05,-0.022815297621022856,-0.032949969559354475
131,1996-07-12,-0.037947964321690675,-0.047927317159413674
132,1996-07-19,-0.04679500505486667,-0.05668276181239429
133,1996-07-26,-0.050519574784830934,-0.060369614993031395
134,1996-08-02,-0.008147821200436223,-0.01843408848429895
135,1996-08-09,-0.01327002330753202,-0.023503478341633688
136,1996-08-16,-0.01327002330753202,-0.01428656716364951
137,1996-08-23,-0.01327002330753202,-0.014056366157808808
138,1996-08-30,-0.01327002330753202,-0.03663700015887861
139,1996-09-06,-0.01327002330753202,-0.027650556115065728
140,1996-09-13,0.0,0.0
141,1996-09-20,0.0,0.0
142,1996-09-27,0.0,0.0
143,1996-10-04,0.0,0.0
144,1996-10-11,0.0,-0.00044377503838577415
145,1996-10-18,0.0,0.0
146,1996-10-25,0.0,-0.012724137331203478
147,1996-11-01,0.0,-0.008775113545043234
148,1996-11-08,0.0,0.0
149,1996-11-15,0.0,0.0
150,1996-11-22,0.0,0.0
151,1996-11-29,0.0,0.0
152,1996-12-06,0.0,-0.022405066270973162
153,1996-12-13,0.0,-0.035559980610031294
154,1996-12-20,0.0,-0.010577563299453363
155,1996-12-27,0.0,0.0
156,1997-01-03,-0.0395072346220634,-0.010296680858465468
157,1997-01-10,0.0,0.0
158,1997-01-17,0.0,0.0
159,1997-01-24,0.0,-0.01047592780229567
160,1997-01-31,0.0,0.0
161,1997-02-07,0.0,0.0
162,1997-02-14,0.0,0.0
163,1997-02-21,0.0,-0.01000752333951771
164,1997-02-28,0.0,-0.025018845026541503
165,1997-03-07,0.0,-0.004234079143536462
166,1997-03-14,0.0,-0.018475608271096067
167,1997-03-21,-0.011908916225730315,-0.03017170173890671
168,1997-03-28,-0.030004679152897618,-0.04794595812692315
169,1997-04-04,-0.04456042783576941,-0.062242137097898165
170,1997-04-11,-0.07563910599353985,-0.09276653205444385
171,1997-04-18,-0.03551217293720477,-0.053355265648120764
172,1997-04-25,-0.03590562403300945,-0.053741629037743155
173,1997-05-02,0.0,0.0
174,1997-05-09,0.0,0.0
175,1997-05-16,0.0,0.0
176,1997-05-23,0.0,0.0
177,1997-05-30,0.0,0.0
178,1997-06-06,0.0,0.0
179,1997-06-13,0.0,0.0
180,1997-06-20,0.0,0.0
181,1997-06-27,0.0,-0.0075008302808334815
182,1997-07-04,0.0,0.0
183,1997-07-11,0.0,-0.0030548414917419553
184,1997-07-18,0.0,-0.008316463809776686
185,1997-07-25,0.0,0.0
186,1997-08-01,0.0,0.0
187,1997-08-08,0.0,-0.016457474963851637
188,1997-08-15,0.0,-0.05431186478998373
189,1997-08-22,0.0,-0.025016850954397762
190,1997-08-29,0.0,-0.04805796329915679
191,1997-09-05,0.0,-0.01892672804140738
192,1997-09-12,-0.005200758677706974,-0.024028452528365274
193,1997-09-19,0.0,0.0
194,1997-09-26,0.0,-0.005919058918642972
195,1997-10-03,0.0,0.0
196,1997-10-10,0.0,0.0
197,1997-10-17,0.0,-0.026774408911260816
198,1997-10-24,-0.00297960633405403,-0.029677458882474528
199,1997-10-31,-0.00297960633405403,-0.049677699577543644
200,1997-11-07,-0.00297960633405403,-0.04064525242348316
201,1997-11-14,-0.00297960633405403,-0.03935504175937887
202,1997-11-21,0.0,-0.0012902714456874964
203,1997-11-28,-0.011628262827055758,-0.012903504617455264
204,1997-12-05,0.0,0.0
205,1997-12-12,0.0,-0.03221716653099338
206,1997-12-19,0.0,-0.03819641048964606
207,1997-12-26,0.0,-0.04834434807987742
208,1998-01-02,0.0,-0.009973619599698336
209,1998-01-09,0.0,-0.06324868505672854
210,1998-01-16,0.0,-0.022658422558473834
211,1998-01-23,-0.0038884799077311127,-0.026463244495235294
212,1998-01-30,-0.0038884799077311127,-0.0023631425230794534
213,1998-02-06,-0.0038884799077311127,0.0
214,1998-02-13,-0.0038884799077311127,0.0
215,1998-02-20,-0.0038884799077311127,0.0
216,1998-02-27,-0.0038884799077311127,0.0
217,1998-03-06,-0.0038884799077311127,0.0
218,1998-03-13,-0.0038884799077311127,0.0
219,1998-03-20,-0.0038884799077311127,0.0
220,1998-03-27,-0.0038884799077311127,-0.0022751473076181306
221,1998-04-03,-0.0038884799077311127,0.0
222,1998-04-10,-0.0038884799077311127,-0.012489404314729224
223,1998-04-17,-0.0038884799077311127,-0.0027747191104610103
224,1998-04-24,-0.0038884799077311127,-0.015819877505567903
225,1998-05-01,-0.0038884799077311127,0.0
226,1998-05-08,-0.0038884799077311127,-0.013044223481700645
227,1998-05-15,-0.0038884799077311127,-0.013876919688860845
228,1998-05-22,-0.0038884799077311127,-0.011934273509955795
229,1998-05-29,-0.0038884799077311127,-0.031639755011135806
230,1998-06-05,-0.0038884799077311127,-0.005272807731941609
231,1998-06-12,-0.017775751749886326,-0.019150766213476
232,1998-06-19,-0.017995815034364537,-0.01936974370907152
233,1998-06-26,0.0,0.0
234,1998-07-03,0.0,0.0
235,1998-07-10,0.0,0.0
236,1998-07-17,0.0,0.0
237,1998-07-24,0.0,-0.03769120231146461
238,1998-07-31,0.0,-0.05719511891717066
239,1998-08-07,0.0,-0.07959947830381275
240,1998-08-14,0.0,-0.10490270708320681
241,1998-08-21,0.0,-0.08434363702642611
242,1998-08-28,0.0,-0.12809680900158982
243,1998-09-04,0.0,-0.1755403629629534
244,1998-09-11,0.0,-0.14232987518999896
245,1998-09-18,0.0,-0.13586226638504328
246,1998-09-25,0.0,-0.11761116012106043
247,1998-10-02,0.0,-0.1475004221105488
248,1998-10-09,0.0,-0.16601575925272716
249,1998-10-16,0.0,-0.10279918541760225
250,1998-10-23,0.0,-0.09565728143892638
251,1998-10-30,0.0,-0.06894233011119821
252,1998-11-06,0.0,-0.034027567924397095
253,1998-11-13,0.0,-0.04169803199622546
254,1998-11-20,0.0,-0.012866873560657077
255,1998-11-27,0.0,0.0
256,1998-12-04,0.0,-0.009414094142691454
257,1998-12-11,0.0,-0.019874490411392554
258,1998-12-18,0.0,-0.005074011146296797
259,1998-12-25,0.0,0.0
260,1999-01-01,0.0,0.0
261,1999-01-08,0.0,0.0
262,1999-01-15,0.0,-0.02641903573714699
263,1999-01-22,0.0,-0.04060699108968813
264,1999-01-29,0.0,-0.0007342926543723038
265,1999-02-05,-0.1125905266907321,-0.0288653787131814
266,1999-02-12,-0.1262972058145312,-0.032289932567624136
267,1999-02-19,-0.10671633929005053,-0.027397609184450222
268,1999-02-26,-0.12825478457034134,-0.032779219291275696
269,1999-03-05,-0.0034250372560421516,-0.0015900458885321767
270,1999-03-12,0.0,0.0
271,1999-03-19,0.0,0.0
272,1999-03-26,0.0,-0.008674726439709346
273,1999-04-02,0.0,-0.002650516836086192
274,1999-04-09,0.0,0.0
275,1999-04-16,-0.02478865194811386,-0.024791316641405325
276,1999-04-23,-0.02478865194811386,0.0
277,1999-04-30,-0.02478865194811386,-0.01886749283411726
278,1999-05-07,-0.012000715340443002,-0.0059820874195166684
279,1999-05-14,-0.02090666156744625,-0.014956324263636467
280,1999-05-21,-0.02090666156744625,-0.018177271606093393
281,1999-05-28,-0.02090666156744625,-0.04130253208699419
282,1999-06-04,-0.02090666156744625,-0.019098076906720163
283,1999-06-11,-0.045918407982609155,-0.04417849639792126
284,1999-06-18,-0.009897686329029765,-0.008059045172704171
285,1999-06-25,-0.009897686329029765,-0.027330038870129525
286,1999-07-02,0.0,0.0
287,1999-07-09,0.0,0.0
288,1999-07-16,0.0,0.0
289,1999-07-23,0.0,-0.042750619316435645
290,1999-07-30,0.0,-0.06390507517881061
291,1999-08-06,0.0,-0.08065228167674432
292,1999-08-13,0.0,-0.061040350910247176
293,1999-08-20,0.0,-0.05575163543068218
294,1999-08-27,0.0,-0.04759811447137685
295,1999-09-03,0.0,-0.041207688164672684
296,1999-09-10,-0.000688924935632107,-0.04186907199013501
297,1999-09-17,-0.000688924935632107,-0.05419692865825476
298,1999-09-24,-0.000688924935632107,-0.09662570808025206
299,1999-10-01,-0.000688924935632107,-0.0915431877790821
300,1999-10-08,0.0,-0.05331351347488322
301,1999-10-15,0.0,-0.11695587049610923
302,1999-10-22,0.0,-0.08005196865638364
303,1999-10-29,0.0,-0.031215140102274108
304,1999-11-05,0.0,-0.025027741738061993
305,1999-11-12,0.0,-0.011768474080965263
306,1999-11-19,0.0,0.0
307,1999-11-26,0.0,-0.007455282889889503
308,1999-12-03,0.0,0.0
309,1999-12-10,0.0,-0.01368673076609861
310,1999-12-17,0.0,-0.0056036970172910205
311,1999-12-24,0.0,0.0
312,1999-12-31,0.0,0.0
313,2000-01-07,0.0,-0.00765932075125586
314,2000-01-14,0.0,0.0
315,2000-01-21,0.0,-0.01722310392995674
316,2000-01-28,0.0,-0.07548344953167285
317,2000-02-04,0.0,-0.02976784756607087
318,2000-02-11,0.0,-0.05634673667668588
319,2000-02-18,0.0,-0.07931113508524679
320,2000-02-25,0.0,-0.09281280010975446
321,2000-03-03,0.0,-0.039761580338991465
322,2000-03-10,-0.007081380647664837,-0.046565809002357184
323,2000-03-17,-0.007081380647664837,0.0
324,2000-03-24,-0.007081380647664837,0.0
325,2000-03-31,-0.007081380647664837,-0.020756698930754935
326,2000-04-07,-0.007081380647664837,-0.013837501629674787
327,2000-04-14,-0.007081380647664837,-0.1143670045476115
328,2000-04-21,-0.007081380647664837,-0.06349168315193121
329,2000-04-28,-0.007081380647664837,-0.055148641223300876
330,2000-05-05,-0.007081380647664837,-0.06532346737644101
331,2000-05-12,-0.007081380647664837,-0.07000353617104127
332,2000-05-19,-0.007081380647664837,-0.08099267881625194
333,2000-05-26,-0.007081380647664837,-0.10134262878002709
334,2000-06-02,0.0,-0.03724007803388907
335,2000-06-09,0.0,-0.04538004313652433
336,2000-06-16,0.0,-0.043132654634557066
337,2000-06-23,0.0,-0.05761555212786429
338,2000-06-30,0.0,-0.05169998148570398
339,2000-07-07,0.0,-0.03334173223565218
340,2000-07-14,0.0,-0.01273974078794704
341,2000-07-21,0.0,-0.035993488444638566
342,2000-07-28,0.0,-0.07250534741689862
343,2000-08-04,0.0,-0.044560517638290165
344,2000-08-11,0.0,-0.03782943987407905
345,2000-08-18,0.0,-0.022938826026933534
346,2000-08-25,0.0,-0.01273974078794704
347,2000-09-01,0.0,-0.004580576776881395
348,2000-09-08,0.0,-0.022123095661761294
349,2000-09-15,0.0,-0.04461424481614584
350,2000-09-22,0.0,-0.049317605309733725
351,2000-09-29,0.0,-0.06015546353308743
352,2000-10-06,-0.017821117277850407,-0.07692399851647513
353,2000-10-13,-0.042162817143067244,-0.09982710564400299
354,2000-10-20,-0.025862546982855283,-0.08448978231116766
355,2000-10-27,-0.030208784806558975,-0.08857959629309275
356,2000-11-03,-0.005868350336759809,-0.06567678682306
357,2000-11-10,-0.005868350336759809,-0.1059617522025168
358,2000-11-17,-0.005868350336759809,-0.10585950685296863
359,2000-11-24,-0.005868350336759809,-0.11761757322225552
360,2000-12-01,-0.005868350336759809,-0.13479494077508836
361,2000-12-08,-0.005868350336759809,-0.1233434616256982
362,2000-12-15,-0.005868350336759809,-0.14034610422893923
363,2000-12-22,-0.0061051211797011895,-0.14055081817115678
364,2000-12-29,-0.004207943179083573,-0.1389100556440922
365,2001-01-05,-0.019386055471358854,-0.15203756973370974
366,2001-01-12,0.0,-0.1335767030622409
367,2001-01-19,0.0,-0.12034679479432775
368,2001-01-26,0.0,-0.10814239101122014
369,2001-02-02,-0.007910250920295625,-0.1151981386881521
370,2001-02-09,-0.029690239454753575,-0.13462758284849896
371,2001-02-16,-0.029690239454753575,-0.14407925011742595
372,2001-02-23,-0.029690239454753575,-0.17978639205183067
373,2001-03-02,-0.029690239454753575,-0.18864728360746608
374,2001-03-09,-0.031651009673333896,-0.19028856703514696
375,2001-03-16,-0.09471041843888917,-0.2430634641498337
376,2001-03-23,-0.09887852226332172,-0.2465519355773932
377,2001-03-30,-0.08149869322266423,-0.23200660442450016
378,2001-04-06,-0.1081576814888261,-0.25431804286625126
379,2001-04-13,-0.06451240531149316,-0.21779070570424885
380,2001-04-20,-0.020080313622450774,-0.18060532223507453
381,2001-04-27,-0.010014605632500562,-0.17218109422467076
382,2001-05-04,0.0,-0.1619140686624404
383,2001-05-11,-0.017183376608816192,-0.1763274631306545
384,2001-05-18,0.0,-0.14611842720160895
385,2001-05-25,-0.012630126986287071,-0.15691215770132227
386,2001-06-01,-0.012630126986287071,-0.16592864971249277
387,2001-06-08,-0.012630126986287071,-0.16415156005269738
388,2001-06-15,-0.012630126986287071,-0.19576524170086262
389,2001-06-22,-0.012630126986287071,-0.18916528206321903
390,2001-06-29,-0.014637682778758654,-0.19081512314388238
391,2001-07-06,-0.04314875996858092,-0.21424627466762092
392,2001-07-13,-0.017529084680576568,-0.19319154616995182
393,2001-07-20,-0.024756955594043006,-0.19913145031233215
394,2001-07-27,-0.029013741727275,-0.20262989326597558
395,2001-08-03,-0.01993867681415029,-0.19517096851200433
396,2001-08-10,-0.01993867681415029,-0.21266162057837246
397,2001-08-17,-0.01993867681415029,-0.2294265092574459
398,2001-08-24,-0.01993867681415029,-0.2144440680730786
399,2001-08-31,-0.01993867681415029,-0.24658683591868724
400,2001-09-07,-0.01993867681415029,-0.28242598895214455
401,2001-09-14,-0.01993867681415029,-0.2736479205945055
402,2001-09-21,-0.01993867681415029,-0.3555230050548197
403,2001-09-28,-0.01993867681415029,-0.3080884554731178
404,2001-10-05,0.0,-0.2896046691745304
405,2001-10-12,0.0,-0.274566119552347
406,2001-10-19,-0.019633123370409344,-0.2888097004196376
407,2001-10-26,0.0,-0.2691335726102718
408,2001-11-02,-0.009698958395384816,-0.27622258351227524
409,2001-11-09,0.0,-0.2532337510261743
410,2001-11-16,0.0,-0.24236865714202382
411,2001-11-23,0.0,-0.23362355435196103
412,2001-11-30,0.0,-0.2444226426865852
413,2001-12-07,0.0,-0.22779385789712137
414,2001-12-14,0.0,-0.25051770079825797
415,2001-12-21,0.0,-0.23584028413193858
416,2001-12-28,0.0,-0.22886051353061687
417,2002-01-04,0.0,-0.2180909677023759
418,2002-01-11,0.0,-0.2359073314826976
419,2002-01-18,0.0,-0.24780648750463607
420,2002-01-25,0.0,-0.2451475131013947
421,2002-02-01,0.0,-0.25113065199493045
422,2002-02-08,0.0,-0.26814869837354005
423,2002-02-15,0.0,-0.26283060073830977
424,2002-02-22,0.0,-0.27114008178437343
425,2002-03-01,0.0,-0.24388440352116925
426,2002-03-08,0.0,-0.2222790830720398
427,2002-03-15,-4.991582260460703e-05,-0.22231785296076945
428,2002-03-22,-0.013842652099777086,-0.23305145664648363
429,2002-03-29,-0.013842652099777086,-0.23651812466253097
430,2002-04-05,-0.013842652099777086,-0.24871851006945556
431,2002-04-12,-0.013842652099777086,-0.25718537751602455
432,2002-04-19,-0.013842652099777086,-0.2474517541849156
433,2002-04-26,-0.013842652099777086,-0.2840525383338206
434,2002-05-03,-0.013842652099777086,-0.28278578244928076
435,2002-05-10,-0.013842652099777086,-0.29518611927850213
436,2002-05-17,-0.013842652099777086,-0.2606522687751931
437,2002-05-24,-0.013842652099777086,-0.2753855706362073
438,2002-05-31,-0.013842652099777086,-0.28518616690370135
439,2002-06-07,-0.013842652099777086,-0.31105342178126594
440,2002-06-14,-0.013842652099777086,-0.32398686318411374
441,2002-06-21,-0.013842652099777086,-0.3358041633949148
442,2002-06-28,-0.013842652099777086,-0.33794454402741314
443,2002-07-05,-0.013842652099777086,-0.3356028725138903
444,2002-07-12,-0.013842652099777086,-0.3855114023656627
445,2002-07-19,-0.013842652099777086,-0.4332790678915075
446,2002-07-26,-0.013842652099777086,-0.4273246157390569
447,2002-08-02,-0.013842652099777086,-0.41936335675500946
448,2002-08-09,0.0,-0.38925771959830524
449,2002-08-16,0.0,-0.3763460816069696
450,2002-08-23,0.0,-0.36711356466876977
451,2002-08-30,0.0,-0.3859797664341169
452,2002-09-06,0.0,-0.39788800100965427
453,2002-09-13,0.0,-0.40009591268634115
454,2002-09-20,0.0,-0.43315754921915517
455,2002-09-27,0.0,-0.44390979370549655
456,2002-10-04,0.0,-0.4570140160961267
457,2002-10-11,0.0,-0.43443431383696596
458,2002-10-18,0.0,-0.4043285278515142
459,2002-10-25,0.0,-0.3938448820472644
460,2002-11-01,0.0,-0.3933745459979058
461,2002-11-08,-0.006866010725674276,-0.39754111840636563
462,2002-11-15,0.0,-0.38578089402023963
463,2002-11-22,0.0,-0.3722063355802506
464,2002-11-29,0.0,-0.36844267979852163
465,2002-12-06,0.0,-0.38154705101789943
466,2002-12-13,0.0,-0.39962434879981534
467,2002-12-20,0.0,-0.39228441262948854
468,2002-12-27,0.0,-0.4099100523698598
469,2003-01-03,0.0,-0.3831001906198599
470,2003-01-10,0.0,-0.3715524564780095
471,2003-01-17,0.0,-0.38775946059699384
472,2003-01-24,0.0,-0.41666323120307813
473,2003-01-31,0.0,-0.4188242618242952
474,2003-02-07,0.0,-0.4366526063187923
475,2003-02-14,0.0,-0.4317227656786622
476,2003-02-21,0.0,-0.4247670309200654
477,2003-02-28,-0.003285520290235322,-0.42665790015734184
478,2003-03-07,-0.02182738944761442,-0.4373278051391163
479,2003-03-14,-0.012321525458818039,-0.43185786497422585
480,2003-03-21,0.0,-0.39200394485478196
481,2003-03-28,-0.032997914328148026,-0.41207387353009295
482,2003-04-04,-0.016164520909857427,-0.40183542308738696
483,2003-04-11,-0.028092523006926218,-0.40909022921413074
484,2003-04-18,-0.028092523006926218,-0.392749502465497
485,2003-04-25,-0.028092523006926218,-0.3882068398120473
486,2003-05-02,-0.028092523006926218,-0.3680012537333692
487,2003-05-09,-0.028092523006926218,-0.3644753518758078
488,2003-05-16,-0.028092523006926218,-0.3567455588013453
489,2003-05-23,-0.028092523006926218,-0.36427182856357054
490,2003-05-30,-0.028092523006926218,-0.34264284434358494
491,2003-06-06,-0.028092523006926218,-0.326980181368665
492,2003-06-13,-0.028092523006926218,-0.3249460644618979
493,2003-06-20,-0.028092523006926218,-0.3233242776001425
494,2003-06-27,-0.028092523006926218,-0.3354367052172811
495,2003-07-04,0.0,-0.32808731842148664
496,2003-07-11,0.0,-0.31788004760138666
497,2003-07-18,-0.027041660552006297,-0.3228478023649485
498,2003-07-25,-0.00037065011991554986,-0.3179481367533784
499,2003-08-01,-0.06408317778186678,-0.32965269918793094
500,2003-08-08,-0.07260326955474639,-0.3312177078825064
501,2003-08-15,-0.02296612956132782,-0.32209911935053526
502,2003-08-22,-0.01740840317308512,-0.3210783029712767
503,2003-08-29,0.0,-0.30971433512543
504,2003-09-05,0.0,-0.3002555984909957
505,2003-09-12,-0.012842451286600443,-0.3028413491504558
506,2003-09-19,-0.012842451286600443,-0.29183129606621816
507,2003-09-26,-0.012842451286600443,-0.3172423908326255
508,2003-10-03,-0.012842451286600443,-0.29374389430063297
509,2003-10-10,-0.0015786349669503208,-0.2856833293348011
510,2003-10-17,-0.00453828775960341,-0.28780071592580714
511,2003-10-24,-0.00453828775960341,-0.29244610762223466
512,2003-10-31,0.0,-0.28069659890593024
513,2003-11-07,0.0,-0.2785789890718028
514,2003-11-14,0.0,-0.27960382382724447
515,2003-11-21,0.0,-0.2881426499732407
516,2003-11-28,0.0,-0.2728410455398109
517,2003-12-05,0.0,-0.2701087729784146
518,2003-12-12,0.0,-0.26129684608071413
519,2003-12-19,0.0,-0.2525899178643909
520,2003-12-26,0.0,-0.24709925329640803
521,2004-01-02,0.0,-0.23659871542931443
522,2004-01-09,0.0,-0.22863756806682778
523,2004-01-16,0.0,-0.2160088535245327
524,2004-01-23,0.0,-0.21463642922925175
525,2004-01-30,0.0,-0.22115639341510196
526,2004-02-06,0.0,-0.21449891146654076
527,2004-02-13,0.0,-0.20983238608796506
528,2004-02-20,0.0,-0.21154793506065972
529,2004-02-27,0.0,-0.21058724549540042
530,2004-03-05,0.0,-0.2012531529370164
531,2004-03-12,0.0,-0.22733345616665968
532,2004-03-19,0.0,-0.23509361030561693
533,2004-03-26,0.0,-0.23530003577843106
534,2004-04-02,0.0,-0.21043707728914995
535,2004-04-09,0.0,-0.2122961715888303
536,2004-04-16,0.0,-0.21601547640379748
537,2004-04-23,0.0,-0.21236522812768088
538,2004-04-30,0.0,-0.23578209209165724
539,2004-05-07,0.0,-0.24266951445514107
540,2004-05-14,0.0,-0.2421184016030643
541,2004-05-21,0.0,-0.2437023859629489
542,2004-05-28,0.0,-0.22269632446571974
543,2004-06-04,0.0,-0.22186958077323093
544,2004-06-11,0.0,-0.2124342102521577
545,2004-06-18,0.0,-0.21453641631091647
546,2004-06-25,0.0,-0.21308474070757955
547,2004-07-02,0.0,-0.21972049365900248
548,2004-07-09,0.0,-0.22767033003667747
549,2004-07-16,0.0,-0.23472049663557748
550,2004-07-23,0.0,-0.24681759489172128
551,2004-07-30,0.0,-0.23382224072990387
552,2004-08-06,-0.03598417355183059,-0.2614026633202028
553,2004-08-13,-0.03291802405909694,-0.25905221091057606
554,2004-08-20,-0.0032461514293261606,-0.23631028531661535
555,2004-08-27,0.0,-0.22960555024071572
556,2004-09-03,0.0,-0.22497392520343418
557,2004-09-10,0.0,-0.21847621091533853
558,2004-09-17,0.0,-0.2145984778986334
559,2004-09-24,-0.014930819569044074,-0.22632938302149752
560,2004-10-01,0.0,-0.2111281635782718
561,2004-10-08,0.0,-0.21904079276906607
562,2004-10-15,0.0,-0.22771750874964214
563,2004-10-22,0.0,-0.23653293312290946
564,2004-10-29,0.0,-0.21425155808815788
565,2004-11-05,0.0,-0.1859310845508022
566,2004-11-12,0.0,-0.1754500432496341
567,2004-11-19,0.0,-0.18254396550030583
